sample_id,video_uid,video_category,scenario,task,dialogue,question,options,correct_answer,source
618ea0d8-4d8a-43d1-92b3-b55a6f85328c_0,618ea0d8-4d8a-43d1-92b3-b55a6f85328c,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I've got the masonry bits out of the box and ready to go.""}, {""speaker"": ""Other"", ""text"": ""Great. Before you proceed, make sure you use the plastic alignment template I left for you.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Is it really necessary? I was thinking I could just hold them up to the marks and eye it.""}, {""speaker"": ""Other"", ""text"": ""No, don't do it manually. They will slip against the masonry surface if you don't use the template to keep them steady.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Okay, I see it now. I'll make sure to use the template as I position them.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to insert drill bits into the wall?","{""A"": ""hammer in drill bits using the plastic alignment template"", ""B"": ""put drill bits on wall by manually eyeing the marks"", ""C"": ""put drill bits on wall without using the alignment template"", ""D"": ""put drill bits on wall using the plastic alignment template""}",D,round1
890382c3-6e12-4e5e-b029-63ab3e6c37bc_16,24fa7505-bafd-418d-8bed-62e614085fa9,Car mechanic,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I just finished cleaning the entire lawn mower with the brush—got all the grass out of both collectors. Speaker 2: Nice. Did you remember to use the air blower on the left side? Speaker 1: Yeah, I used it right after sweeping. Made sure to hit every spot with the air gun, especially around the hose. Speaker 2: Perfect. So you air cleaned it thoroughly? Speaker 1: Definitely. I only used the air blower once, but it was enough.""}]",How many times does the person use the air blow gun to clean the collectors or the mower body according to the video?,"{""A"": ""Once"", ""B"": ""Twice"", ""C"": ""Three times"", ""D"": ""More than three times""}",D,round1
7925ff81-9be2-4ee2-bfb6-f0d8c1608d77_3,7925ff81-9be2-4ee2-bfb6-f0d8c1608d77,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the progress on that cement bag? Is the thread loose enough to cut yet?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I've just finished hitting the bag with the trowel to clear the dust. Now, I'm going to rub the thread against the rough paper to weaken it.""}, {""speaker"": ""Other"", ""text"": ""I usually find that folding the thread back and forth works better to get a clean break.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm going to stick with rubbing it; it feels like it's starting to fray. I'll do that before I use the trowel to finish the cut.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to cut the thread on the cement bag?","{""A"": ""rub thread"", ""B"": ""fold thread"", ""C"": ""pull thread"", ""D"": ""cut sack""}",C,round1
3f503d0b-a01e-4d1c-904b-2fa1244a9d45_37,3f503d0b-a01e-4d1c-904b-2fa1244a9d45,Farmer,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Did you just hand the bag of fertilizer to the woman?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yes, the fertilizer is delivered. I'm going to start digging the irrigation trench now.""}, {""speaker"": ""Other"", ""text"": ""I thought you needed to pour the soil first?""}, {""speaker"": ""Camera Wearer"", ""text"": ""The soil is already poured. I am ready to dig.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to plant the plants?","{""A"": ""Pour the soil"", ""B"": ""Dig the irrigation trench"", ""C"": ""Hand over the fertilizer"", ""D"": ""Pull the basin""}",D,original
98dc31a1-edbb-42d6-8d1c-0b43fe6f9c28_45,98dc31a1-edbb-42d6-8d1c-0b43fe6f9c28,Bike mechanic,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Have you finished clearing the area around the bicycles yet?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I just moved the bike out of the way. I'm going to grab that screwdriver I set on the table a moment ago.""}, {""speaker"": ""Other"", ""text"": ""I thought you were looking for a nut that fell on the floor?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I already found it and put it in my pocket for safekeeping. Now I just need that screwdriver to tighten the frame.""}, {""speaker"": ""Other"", ""text"": ""Wait, didn't you drop a chisel on the table, not a screwdriver?""}, {""speaker"": ""Camera Wearer"", ""text"": ""No, it was definitely the screwdriver. I'm heading back to the table to pick it up now.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare for brake reassembly?","{""A"": ""pick brake"", ""B"": ""pick screwdriver"", ""C"": ""search pocket for nut"", ""D"": ""pick chisel""}",A,round1
4cf7aae6-0643-4bd9-b377-844dd296457b_3,9fd11936-e3e9-4043-b2ef-a29c3b3575ed,"Maker Lab (making items in different materials, wood plastic and also electronics), some overlap with construction etc. but benefit is all activities take place within a few rooms",multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Are you almost done with that? I need to head out in a bit.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Almost. I'm just trying to transfer these photos for Mark. The connection is a little spotty.""}, {""speaker"": ""Other"", ""text"": ""Oh, right. He's been asking for them. Is it working okay?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, it's just taking a minute. This thing is usually faster, but I'll be done in a sec.""}]",What is the device being used to transfer photos for Mark?,"{""A"": ""A cellphone"", ""B"": ""A tablet"", ""C"": ""A digital camera"", ""D"": ""A laptop""}",A,round1
8f1c9f14-22e7-4c6b-9906-9adbaaa82bf8_3,168f91fd-53c2-4eee-9d2d-e25e1ad73438,Carpenter; Fixing something in the home; Talking with family members,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Did you see him put that stapler down on the notepad?""}, {""speaker"": ""Other"", ""text"": ""Yeah, he placed the stapler there right before he started writing again.""}]",What object did the person place on the yellow notepad?,"{""A"": ""A stapler"", ""B"": ""Some pens"", ""C"": ""A pair of glasses"", ""D"": ""A mobile phone""}",B,manual
3a969f2a-5e7b-4870-aa01-d01cdc0555bd_5,3a969f2a-5e7b-4870-aa01-d01cdc0555bd,nan,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the progress on the disassembly? Have you managed to remove the power supply unit yet?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yes, I just finished using the pliers to loosen the mounting brackets, and I've successfully lifted the power supply out of the tower.""}, {""speaker"": ""Other"", ""text"": ""Okay, make sure to place that power unit on the high shelf so we don't accidentally step on it while working on the motherboard.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I've got a firm grip on the power unit with both hands now. I'm going to turn around and set it on the shelf as you suggested.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to replace parts of the motherboard?","{""A"": ""drop motherboard on table"", ""B"": ""place power supply on shelf"", ""C"": ""pick plier"", ""D"": ""inspect the CPU socket""}",A,round1
750b3d96-fa22-49a2-8f1c-35d13ee5e13b_5,9b34e344-494d-4664-8180-a8ff2a692ab2,Bike; Hanging out with friends at a bar; Talking to colleagues,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Oh man, where did I put it? I was sure I brought it into the car.""}, {""speaker"": ""Other"", ""text"": ""What are you looking for? We need to get going if we want to drop off Sarah's clothes before she leaves for her trip.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I know, I'm looking for the bag with her stuff in it. I can't seem to find it.""}, {""speaker"": ""Other"", ""text"": ""You were in a hurry when you got in. Did you throw it in the back?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Ah, never mind, found it! It was right here the whole time. Okay, let's go.""}]",Where is the bag that the speakers need to drop off for Sarah's trip?,"{""A"": ""in the trunk"", ""B"": ""under the seat"", ""C"": ""on the floor"", ""D"": ""on the seat""}",D,round1
1e96ede3-aa85-4162-a32f-c565e5194cab_62,1e96ede3-aa85-4162-a32f-c565e5194cab,Sleeping,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""The thread ends are quite short now that I've finished cutting them.""}, {""speaker"": ""Other"", ""text"": ""It will be much easier to use the needle-nose tweezers to manage the thread for the finalization.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Should I put the scissors away first?""}, {""speaker"": ""Other"", ""text"": ""Yes, definitely don't use the scissors anymore or you might cut the line. And don't try to do it with your bare hands; it's too finicky for this size.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'll reach for the needle-nose tweezers then.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to tie the cut pieces of thread?","{""A"": ""tie thread tip using needle-nose tweezers"", ""B"": ""separate beads in thread using needle-nose tweezers"", ""C"": ""tie thread tip using the scissors"", ""D"": ""tie thread tip with bare hands""}",A,round1
51437aa6-d93c-40da-a1e8-b78f51c4cbbc_3,e55e4faf-dec5-40ee-b375-f0b049b9b280,Cleaning / laundry; Daily hygiene; Playing with pets,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Is that stuff working? You've had that paint stuck on your hand all morning.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, it's finally starting to break it down. I can't believe I didn't think of using this earlier.""}, {""speaker"": ""Other"", ""text"": ""It's an old trick for getting rid of stubborn, greasy stains. Just be sure to wash up with a lot of soap when you're done.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Definitely. I'm just glad it's coming off. I was about to give up and just live with a blue hand.""}]","What liquid, described in the audio as an 'old trick for getting rid of stubborn, greasy stains,' is being poured on the hand?","{""A"": ""water"", ""B"": ""detergent"", ""C"": ""gasoline"", ""D"": ""oil""}",D,round1
3ba2f31f-7526-4942-a132-5faa6155647e_1,2585a941-c5d8-4f3c-be08-b7b9772f9d21,"Electronics (hobbyist circuitry board kind, not electrical repair)",multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Are you taking that black case with you?""}, {""speaker"": ""Camera Wearer"", ""text"": ""No, I'm just grabbing this for Mark. He's coming to pick it up soon.""}, {""speaker"": ""Other"", ""text"": ""Ah, right. Is his gift inside already?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yep, all set. I just wanted to make sure I had it ready before he arrives.""}]",Where is the camera wearer preparing Mark’s gift?,"{""A"": ""In front of a table piled with items"", ""B"": ""At the kitchen sink"", ""C"": ""On the living room coffee table"", ""D"": ""At an empty round table""}",A,manual
083479c9-98a1-4a8b-82d8-f9abe0d31212_2,07536df6-9813-42d9-93df-35835407d8ee,Grocery shopping indoors; Walking on street,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Who was that you were just talking to? Seemed like an important conversation.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Oh, that was just the store manager. I was asking if they had any more of the sourdough bread in the back.""}, {""speaker"": ""Other"", ""text"": ""You mean Mr. Davison? He's usually pretty helpful.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, that's him. He said he'd go check. Let's grab the milk in the meantime.""}]",What color is the shirt worn by the person identified as Mr. Davison in the dialogue?,"{""A"": ""Red"", ""B"": ""Black"", ""C"": ""White"", ""D"": ""Blue""}",B,round1
7c2d4d59-a0ff-4a9f-a979-7d2473a3bba2_2,f07d4739-4296-4164-b62b-68729f994451,Cooking,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Hey, what are you grabbing that for?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Oh, I just noticed a small coffee stain I made on the counter earlier.""}, {""speaker"": ""Other"", ""text"": ""Ah, good catch. I was just about to put the groceries down there.""}, {""speaker"": ""Camera Wearer"", ""text"": ""No worries, I'll just wipe this up real quick before you do.""}]",What object is the camera wearer picking up to clean the coffee stain mentioned in the conversation?,"{""A"": ""A napkin"", ""B"": ""A sponge"", ""C"": ""A dish towel"", ""D"": ""A grocery bag""}",C,round1
